1	0	0	0	0	0	0	-40	-40	0	0	0	0	0	-88.1142	0	0	0	-88.1142	0	0	0
1	1	0	-5.5325	25.1472	-5.5325	20.5948	-11.125	-41.9246	27.275	0	25.675	1.92457	0	-88.1142	0	0	0	-88.1142	0	0	1
1	2	0	8.2975	24.2234	8.2975	19.671	16.595	-43.7722	0	0	-27.72	1.84758	0	-88.1142	0	0	0	-88.1142	0	0	2
1	3	0	7.9656	23.3365	7.9656	18.7842	15.9312	-45.5458	0	0	0.6638	1.77368	0	-88.1142	0	0	0	-88.1142	0	0	3
1	4	0	7.64698	22.4852	7.64698	17.9328	15.294	-47.2486	0	0	0.637248	1.70274	0	-88.1142	0	0	0	-88.1142	0	0	4
1	5	0	7.3411	21.6679	7.3411	17.1155	14.6822	-48.8832	0	0	0.611758	1.63462	0	-88.1142	0	0	0	-88.1142	0	0	5
1	6	1.69657e-006	7.04746	20.914	7.04745	16.3309	14.0949	-50.4524	0	0	0.587288	1.56924	0	-88.1142	0	0	0	-88.1142	0	0	6
1	7	1.69657e-006	6.76556	20.1608	6.76555	15.5776	13.5311	-51.9589	0	0	0.563796	1.50647	0	-88.1142	0	0	0	-88.1142	0	0	7
1	8	1.69657e-006	6.49494	20.6402	6.49493	16.0571	12.9899	-51	0	0	0.541245	-0.9589	0	-88.1142	0	0	0	-88.1142	0	0	8
1	9	1.69657e-006	6.23514	20.6402	6.23513	16.0571	12.4703	-51	0	0	0.519594	0	0	-88.1142	0	0	0	-88.1142	0	0	9
1	10	1.69657e-006	5.98573	20.6402	5.98573	16.0571	11.9715	-51	0	0	0.498811	-7.62939e-006	0	-88.1142	0	0	0	-88.1142	0	0	10
1	11	3.33443e-006	5.74631	20.6402	5.74629	16.0571	11.4926	-51	0	0	0.478858	0	0	-88.1142	0	0	0	-88.1142	0	0	11
1	12	3.33443e-006	5.51646	20.6402	5.51644	16.0571	11.0329	-51	0	0	0.459704	0	0	-88.1142	0	0	0	-88.1142	0	0	12
1	13	3.33443e-006	5.2958	20.6402	5.29578	16.0571	10.5916	-51	0	0	0.441316	0	0	-88.1142	0	0	0	-88.1142	0	0	13
1	14	3.33443e-006	5.08397	20.6402	5.08395	16.0571	10.1679	-51	0	0	0.423663	0	0	-88.1142	0	0	0	-88.1142	0	0	14
1	15	3.33443e-006	4.88061	20.6402	4.88059	16.0571	9.7612	-51	0	0	0.406716	0	0	-88.1142	0	0	0	-88.1142	0	0	15
1	16	4.7392e-006	4.68539	20.6402	4.68537	16.0571	9.37076	-51	0	0	0.390449	0	0	-88.1142	0	0	0	-88.1142	0	0	16
1	17	4.7392e-006	4.49797	20.6402	4.49795	16.0571	8.99592	-51	0	0	0.37483	0	0	-88.1142	0	0	0	-88.1142	0	0	17
1	18	4.7392e-006	4.31806	20.6402	4.31803	16.0571	8.63609	-51	0	0	0.359837	0	0	-88.1142	0	0	0	-88.1142	0	0	18
1	19	4.7392e-006	4.14533	20.6402	4.14531	16.0571	8.29064	-51	0	0	0.345444	0	0	-88.1142	0	0	0	-88.1142	0	0	19
1	20	4.7392e-006	3.97952	20.6402	3.9795	16.0571	7.95902	-51	0	0	0.331626	0	0	-88.1142	0	0	0	-88.1142	0	0	20
1	21	5.92485e-006	3.82034	20.6402	3.82031	16.0571	7.64066	-51	0	0	0.318361	-3.8147e-006	0	-88.1142	0	0	0	-88.1142	0	0	21
1	22	5.92485e-006	3.66753	20.6945	3.6675	16.0571	7.33503	-51	0	0	0.305626	0	0	-88.1142	0	0	0	-88.1142	0	0	22
1	23	5.92485e-006	3.52083	20.6945	3.5208	16.0571	7.04163	-51	0	0	0.293401	0	0	-88.1142	0	0	0	-88.1142	0	0	23
1	24	5.92485e-006	3.38	20.6945	3.37997	16.0571	6.75996	-51	0	0	0.281665	0	0	-88.1142	0	0	0	-88.1142	0	0	24
1	25	5.92485e-006	3.2448	20.6945	3.24477	16.0571	6.48957	-51	0	0	0.270399	0	0	-88.1142	0	0	0	-88.1142	0	0	25
1	26	6.92375e-006	3.11501	20.6945	3.11497	16.0571	6.22998	-51	0	0	0.259583	0	0	-88.1142	0	0	0	-88.1142	0	0	26
