92	20	139
0	0	44
-26	-36	53
-26	-36	53
-26	-36	53
-26	-36	53
-26	-36	53
-26	-36	53
-26	-36	53
-26	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
-25	-36	53
