0	20	0
0	73.3729	0
0	73.3729	0
0	73.3729	0
0	73.3729	1.31793
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
0	73.3729	0
0	73.3729	2
0	73.3729	2
-1.75121	73.3729	0.966064
-1.75121	73.3729	0.966064
-1.75121	73.3729	0.966064
-1.75121	73.3729	0.966064
-1.75121	73.3729	0.966064
-1.75121	73.3729	0.966064
-1.75121	73.3729	0.966064
-1.75121	73.3729	0.966064
-1.75121	73.3729	0.966064
