4028	3120	4002	1	0	1	0	0	81.6667	-28	81.6667	-28	0	0	-1.05e-07	-0.0002	-1.05e-07	18.3734	-8.71318	17.5601	-10.3175	0.556585	-0.263949	0.531109	-0.312056	0	0	7.4556	-7.82838e-07	-17.0892	-26.3122	-10.9756	12.7528	-11.0937	6.74609	-38.5041	-10.4597	0	0	-61.0223	-7.65481	-1.75247	61.6377	1
4030	3120	4003	2	0	1	0	0	81.6667	-28	81.6667	-28	0	0	1.11406e-07	0.000168453	1.11406e-07	18.3743	-8.71113	17.5301	-10.3687	0.556615	-0.263887	0.530198	-0.313601	0	0	7.4556	-8.306e-07	-17.1002	-26.2995	-10.9827	12.7575	-7.1219	4.76052	-38.5169	-10.4507	0	0	-60.9787	-7.54902	-1.75247	61.6377	2
4031	3120	4004	3	0	1	0	0	81.6667	-28	81.6667	-28	0	0	3.10802e-07	0.000162827	3.10802e-07	18.3753	-8.70908	17.518	-10.3893	0.556644	-0.263824	0.52983	-0.314223	0	0	7.4556	-2.31721e-06	-17.1112	-26.2867	-10.9899	12.7623	-7.11464	4.7728	-38.5296	-10.4417	0	0	-60.9676	-7.49881	-1.75247	61.6377	3
4032	3120	4005	4	0	1	0	0	81.6667	-28	81.6667	-28	0	0	5.00821e-07	0.000159721	5.00821e-07	18.3763	-8.70703	17.5192	-10.3872	0.556674	-0.263762	0.529867	-0.31416	0	0	7.4556	-3.73392e-06	-17.1222	-26.2739	-10.997	12.7671	-7.11185	4.77743	-38.5424	-10.4326	0	0	-60.9809	-7.48985	-1.75247	61.6377	4
4033	3120	4006	5	1	1	0	0	81.6667	-28	81.6667	-28	0	0	5.17658e-07	-0.000197238	5.17658e-07	18.3773	-8.70497	17.5144	-10.3952	0.556703	-0.2637	0.529723	-0.314404	0	0	-7.4556	-3.85945e-06	-17.1222	-26.2739	-0.0108402	0.0047764	-10.8402	4.7764	-38.5552	-10.4236	0	0	-60.9832	-7.46243	-1.75247	61.6377	5
4034	3120	4007	6	2	1	0	0	81.6667	-28	81.6667	-28	0	0	7.70817e-07	0.000180776	7.70817e-07	18.3773	-8.70497	17.495	-10.4281	0.556703	-0.2637	0.529133	-0.315396	0	0	7.4556	-5.74691e-06	-17.1222	-26.2739	-0.0179547	0.0095578	-7.11447	4.78141	-38.5552	-10.4236	0	0	-60.9479	-7.40268	-1.75247	61.6377	6
4035	3120	4008	7	3	1	0	0	81.6667	-28	81.6667	-28	0	0	1.0289e-06	0.000182444	1.0289e-06	18.3773	-8.70497	17.4815	-10.4508	0.556703	-0.2637	0.528723	-0.316083	0	0	7.4556	-7.67108e-06	-17.1222	-26.2739	-0.0250643	0.0143474	-7.10961	4.78962	-38.5552	-10.4236	0	0	-60.9234	-7.36133	-1.75247	61.6377	7
4036	3120	4009	8	4	1	0	0	81.6667	-28	81.6667	-28	0	0	1.29952e-06	0.000186642	1.29952e-06	18.3773	-8.70497	17.4619	-10.4837	0.556703	-0.2637	0.528129	-0.317074	0	0	7.4556	-9.68872e-06	-17.1223	-26.2739	-0.0321705	0.0191427	-7.10623	4.7953	-38.5552	-10.4236	0	0	-60.8878	-7.30159	-1.75247	61.6377	8
4037	3120	4010	9	5	1	0	0	81.6667	-28	81.6667	-28	0	0	1.21362e-06	-0.000185507	1.21362e-06	18.3853	-8.68789	17.4483	-10.5064	0.556948	-0.263182	0.527715	-0.317762	0	0	7.4556	-9.04824e-06	-17.1223	-26.2738	-0.0392719	0.0239462	-7.10134	4.80351	-38.57	-10.4546	0	0	-60.8631	-7.26018	-1.75247	61.6377	9
4038	3120	4011	10	6	1	0	0	81.6667	-28	81.6667	-28	0	0	1.16446e-06	-0.000173222	1.16446e-06	16.2175	-7.66008	16.7133	-10.1107	0.556993	-0.263087	0.527062	-0.318844	0	0	7.4556	-8.68178e-06	-17.1224	-26.2738	-0.0463718	0.0287512	-7.09995	4.80493	-38.57	-10.4546	2173.27	-1034.13	-60.8383	-7.21873	724.959	-363.244	10
4039	3120	4012	11	7	1	0	0	81.6667	-28	81.6667	-28	0	0	1.36005e-06	-9.1609e-05	1.36005e-06	16.2219	-7.65068	16.6599	-10.1991	0.557145	-0.262764	0.525367	-0.321629	0	0	7.4556	-1.014e-05	-17.1224	-26.2738	-0.0527433	0.033197	-6.37154	4.44587	-38.5782	-10.4716	2173.27	-1034.13	-60.7411	-7.05782	724.959	-363.244	11
4040	3120	4013	12	8	1	0	0	81.6667	-28	81.6667	-28	0	0	1.64292e-06	9.00516e-07	1.64292e-06	16.2219	-7.65068	16.6599	-10.1991	0.557145	-0.262764	0.525367	-0.321629	0	0	7.4556	-1.22489e-05	-17.1225	-26.2737	-0.0591026	0.0376627	-6.35928	4.46564	-38.5782	-10.4716	2173.27	-1034.13	-60.7412	-7.05779	724.959	-363.244	12
4041	3120	4014	13	9	1	0	0	81.6667	-28	81.6667	-28	0	0	2.01331e-06	9.34099e-05	2.01331e-06	16.2264	-7.64119	16.6599	-10.1991	0.557299	-0.262438	0.525367	-0.321629	0	0	7.4556	-1.50104e-05	-17.1225	-26.2737	-0.0654619	0.0421283	-6.35928	4.46564	-38.5864	-10.4888	2173.27	-1034.13	-60.7412	-7.05775	724.959	-363.244	13
4042	3120	4015	14	10	1	0	0	81.6667	-28	81.6667	-28	0	0	2.28437e-06	0.000186977	2.28437e-06	16.2264	-7.64119	16.632	-10.2448	0.557299	-0.262438	0.524484	-0.323067	0	0	7.4556	-1.70314e-05	-17.1226	-26.2736	-0.0718223	0.0465916	-6.3604	4.46326	-38.5865	-10.4888	2173.27	-1034.13	-60.6907	-6.9746	724.959	-363.244	14
4043	3120	4016	15	11	1	0	0	81.6667	-28	81.6667	-28	0	0	2.47129e-06	-9.43686e-05	2.47129e-06	16.2264	-7.64119	16.6119	-10.2777	0.557299	-0.262438	0.523846	-0.3241	0	0	7.4556	-1.84249e-05	-17.1227	-26.2736	-0.0781757	0.0510663	-6.35343	4.47469	-38.5866	-10.4887	2173.27	-1034.13	-60.6542	-6.91488	724.959	-363.244	15
4044	3120	4017	16	12	1	0	0	81.6667	-28	81.6667	-28	0	0	2.77504e-06	7.93911e-06	2.77504e-06	16.2264	-7.64118	16.5978	-10.3006	0.557299	-0.262438	0.5234	-0.32482	0	0	7.4556	-2.06896e-05	-17.1228	-26.2735	-0.0845242	0.0555491	-6.34841	4.48289	-38.5867	-10.4887	2173.27	-1034.13	-60.6287	-6.87322	724.959	-363.244	16
4045	3120	4018	17	13	1	0	0	81.6667	-28	81.6667	-28	0	0	3.20329e-06	0.000112795	3.20329e-06	16.219	-7.65688	16.5917	-10.3105	0.557045	-0.262977	0.523207	-0.325132	0	0	7.4556	-2.38825e-05	-17.1229	-26.2735	-0.090869	0.0600377	-6.34489	4.48861	-38.5733	-10.4601	2173.27	-1034.13	-60.6177	-6.85515	724.959	-363.244	17
4046	3120	4019	18	14	1	0	0	81.6667	-28	81.6667	-28	0	0	3.18419e-06	-0.000162997	3.18419e-06	16.219	-7.65688	16.5828	-10.325	0.557045	-0.262977	0.522922	-0.325589	0	0	7.4556	-2.37401e-05	-17.123	-26.2734	-0.0972105	0.0645327	-6.34151	4.49501	-38.5734	-10.4601	2173.27	-1034.13	-60.6015	-6.82866	724.959	-363.244	18
4047	3120	4020	19	15	1	0	0	81.6667	-28	81.6667	-28	0	0	3.48253e-06	-5.71716e-05	3.48253e-06	16.2234	-7.64761	16.5676	-10.3494	0.557195	-0.262659	0.522443	-0.326358	0	0	7.4556	-2.59644e-05	-17.1231	-26.2733	-0.10355	0.0690314	-6.33926	4.49864	-38.5814	-10.4768	2173.27	-1034.13	-60.5741	-6.78415	724.959	-363.244	19
